,num,utterance,child,age,skipped,reconstructed,bow,gold,prediction,chance,repetition,correctedscore
0,0,[<__main__.Word instance at 0x104b38560>],Naima,3_6,False,True,[['hi']],hi,hi,1.0,False,-0.0
1,1,[<__main__.Word instance at 0x104b387a0>],Naima,3_6,False,True,[['Naima']],Naima,Naima,1.0,False,-0.0
2,2,"[<__main__.Word instance at 0x104b38a28>
 <__main__.Word instance at 0x104b38758>
 <__main__.Word instance at 0x104b388c0>
 <__main__.Word instance at 0x104b38518>
 <__main__.Word instance at 0x11b2a7290>
 <__main__.Word instance at 0x11b2a73f8>
 <__main__.Word instance at 0x11b2a7488>]",Naima,3_6,False,False,"[['middle'], ['name'], ['Naima'], [""I'm""], ['by'], ['my'], ['called']]",I'mcalledbymymiddlenameNaima,byI'mcalledmynameNaimamiddle,0.000198412698413,False,-0.0001984323848162081
3,3,"[<__main__.Word instance at 0x11b2a77a0>
 <__main__.Word instance at 0x11b2a78c0>
 <__main__.Word instance at 0x11b2a79e0>
 <__main__.Word instance at 0x11b2a7b00>
 <__main__.Word instance at 0x11b2a7c20>]",Naima,3_6,False,True,"[['named'], [""there's""], ['music'], ['Naima'], ['because']]",becausethere'smusicnamedNaima,becausethere'smusicnamedNaima,0.00833333333333,False,4.787491742782046
4,4,[<__main__.Word instance at 0x11b2a7e60>],Naima,3_6,False,True,[['in']],in,in,1.0,False,-0.0
5,5,[<__main__.Word instance at 0x1049a1a28>],Naima,3_6,False,True,[['yeah']],yeah,yeah,1.0,False,-0.0
6,6,"[<__main__.Word instance at 0x1049a1bd8>
 <__main__.Word instance at 0x10499f5a8>]",Naima,3_6,False,False,"[['box'], ['spindle']]",spindlebox,boxspindle,0.5,False,-0.6931471805599453
7,7,"[<__main__.Word instance at 0x10499f368>
 <__main__.Word instance at 0x10499fb00>
 <__main__.Word instance at 0x10499fb48>
 <__main__.Word instance at 0x11b2ae0e0>
 <__main__.Word instance at 0x11b2ae200>
 <__main__.Word instance at 0x11b2ae368>
 <__main__.Word instance at 0x11b2ae560>
 <__main__.Word instance at 0x11b2ae3f8>
 <__main__.Word instance at 0x11b2ae758>]",Naima,3_6,True,,,thespindleboxissomethingwhereyoucountspindles,,,NaN,NaN
8,8,"[<__main__.Word instance at 0x11b2ae950>
 <__main__.Word instance at 0x11b2ae7e8>
 <__main__.Word instance at 0x11b2aeb48>]",Naima,3_6,False,True,"[['one'], ['work'], ['person']]",onepersonwork,onepersonwork,0.166666666667,False,1.791759469228055
9,9,"[<__main__.Word instance at 0x11b2aed40>
 <__main__.Word instance at 0x11b2aebd8>
 <__main__.Word instance at 0x11b2aeea8>
 <__main__.Word instance at 0x11b2aedd0>
 <__main__.Word instance at 0x11b2aeb00>
 <__main__.Word instance at 0x11b2aef38>]",Naima,3_6,False,False,"[['work'], ['a'], ['hm'], ['person'], ['two'], ['see']]",hmseeatwopersonwork,twopersonworkhmseea,0.00138888888889,False,-0.0013898542890543016
10,10,"[<__main__.Word instance at 0x11b2aed88>
 <__main__.Word instance at 0x11b2b1050>
 <__main__.Word instance at 0x11b2b10e0>
 <__main__.Word instance at 0x11b2b11b8>
 <__main__.Word instance at 0x11b2b1290>
 <__main__.Word instance at 0x11b2b1128>
 <__main__.Word instance at 0x11b2b1368>
 <__main__.Word instance at 0x11b2b1200>
 <__main__.Word instance at 0x11b2b1440>]",Naima,3_6,False,False,"[['the', 'longest'], ['and'], ['the'], ['pancake'], ['seeing'], ['in'], ['one'], ['work']]",thepancakeworkandseeingthelongestonein,seeingthelongestoneinthepancakeandwork,2.48015873016e-05,False,-2.48018948660112e-05
11,11,[<__main__.Word instance at 0x11b2b1518>],Naima,3_6,False,True,[['yeah']],yeah,yeah,1.0,False,-0.0
12,12,"[<__main__.Word instance at 0x11b2b14d0>
 <__main__.Word instance at 0x11b2b1758>
 <__main__.Word instance at 0x11b2b1638>
 <__main__.Word instance at 0x11b2b17e8>
 <__main__.Word instance at 0x11b2b1908>]",Naima,3_6,True,,,nothat'snotnumberrods,,,NaN,NaN
13,13,"[<__main__.Word instance at 0x11b2b1a28>
 <__main__.Word instance at 0x11b2b1560>]",Naima,3_6,False,True,"[['that', 'means']]",thatmeans,thatmeans,1.0,False,-0.0
